unit_id,stage_index,stage_name,value,timestamp
5,7,S7_Anneal,65.3968,2026-01-01T00:04:00
5,8,S8_Final_CD,77.8218,2026-01-01T00:04:00
6,1,S1_Incoming,99.4159,2026-01-01T00:05:00
6,2,S2_Clean,100.5416,2026-01-01T00:05:00
6,3,S3_Deposition,100.4363,2026-01-01T00:05:00
6,4,S4_Litho,95.56,2026-01-01T00:05:00
6,5,S5_Etch,96.889,2026-01-01T00:05:00
6,6,S6_Implant,100.9295,2026-01-01T00:05:00
6,7,S7_Anneal,91.8235,2026-01-01T00:05:00
6,8,S8_Final_CD,78.2488,2026-01-01T00:05:00
7,1,S1_Incoming,99.3761,2026-01-01T00:06:00
7,2,S2_Clean,100.0775,2026-01-01T00:06:00
7,3,S3_Deposition,101.6733,2026-01-01T00:06:00
7,4,S4_Litho,100.7034,2026-01-01T00:06:00
7,5,S5_Etch,98.7881,2026-01-01T00:06:00
7,6,S6_Implant,101.2993,2026-01-01T00:06:00
7,7,S7_Anneal,100.7398,2026-01-01T00:06:00
7,8,S8_Final_CD,93.6797,2026-01-01T00:06:00
8,1,S1_Incoming,100.6077,2026-01-01T00:07:00
8,2,S2_Clean,98.1908,2026-01-01T00:07:00
8,3,S3_Deposition,100.0476,2026-01-01T00:07:00
8,4,S4_Litho,100.255,2026-01-01T00:07:00
8,5,S5_Etch,99.3622,2026-01-01T00:07:00
8,6,S6_Implant,102.7363,2026-01-01T00:07:00
8,7,S7_Anneal,103.5575,2026-01-01T00:07:00
8,8,S8_Final_CD,102.2317,2026-01-01T00:07:00
9,1,S1_Incoming,99.4647,2026-01-01T00:08:00
9,2,S2_Clean,98.5156,2026-01-01T00:08:00
9,3,S3_Deposition,96.0158,2026-01-01T00:08:00
9,4,S4_Litho,99.5519,2026-01-01T00:08:00
9,5,S5_Etch,100.5648,2026-01-01T00:08:00
9,6,S6_Implant,98.2225,2026-01-01T00:08:00
9,7,S7_Anneal,102.5982,2026-01-01T00:08:00
9,8,S8_Final_CD,100.0202,2026-01-01T00:08:00
10,1,S1_Incoming,99.5482,2026-01-01T00:09:00
10,2,S2_Clean,99.8799,2026-01-01T00:09:00
10,3,S3_Deposition,98.2693,2026-01-01T00:09:00
10,4,S4_Litho,98.0033,2026-01-01T00:09:00
10,5,S5_Etch,100.6827,2026-01-01T00:09:00
10,6,S6_Implant,98.6669,2026-01-01T00:09:00
10,7,S7_Anneal,98.0183,2026-01-01T00:09:00
10,8,S8_Final_CD,99.8223,2026-01-01T00:09:00
11,1,S1_Incoming,101.4401,2026-01-01T00:10:00
11,2,S2_Clean,101.4962,2026-01-01T00:10:00
11,3,S3_Deposition,99.788,2026-01-01T00:10:00
11,4,S4_Litho,97.7184,2026-01-01T00:10:00
11,5,S5_Etch,98.4835,2026-01-01T00:10:00
11,6,S6_Implant,102.8779,2026-01-01T00:10:00
11,7,S7_Anneal,99.1052,2026-01-01T00:10:00
11,8,S8_Final_CD,98.1747,2026-01-01T00:10:00
12,1,S1_Incoming,101.0294,2026-01-01T00:11:00
12,2,S2_Clean,99.5856,2026-01-01T00:11:00
12,3,S3_Deposition,99.4919,2026-01-01T00:11:00
12,4,S4_Litho,100.2687,2026-01-01T00:11:00
12,5,S5_Etch,98.6851,2026-01-01T00:11:00
12,6,S6_Implant,98.3779,2026-01-01T00:11:00
12,7,S7_Anneal,99.9749,2026-01-01T00:11:00
12,8,S8_Final_CD,97.1752,2026-01-01T00:11:00
13,1,S1_Incoming,99.8717,2026-01-01T00:12:00
13,2,S2_Clean,99.0634,2026-01-01T00:12:00
13,3,S3_Deposition,101.3542,2026-01-01T00:12:00
13,4,S4_Litho,97.5861,2026-01-01T00:12:00
13,5,S5_Etch,100.314,2026-01-01T00:12:00
13,6,S6_Implant,95.8087,2026-01-01T00:12:00
13,7,S7_Anneal,94.9264,2026-01-01T00:12:00
13,8,S8_Final_CD,102.8481,2026-01-01T00:12:00
14,1,S1_Incoming,99.829,2026-01-01T00:13:00
14,2,S2_Clean,99.647,2026-01-01T00:13:00
14,3,S3_Deposition,101.8491,2026-01-01T00:13:00
14,4,S4_Litho,100.4463,2026-01-01T00:13:00
14,5,S5_Etch,99.4076,2026-01-01T00:13:00
14,6,S6_Implant,99.2371,2026-01-01T00:13:00
14,7,S7_Anneal,97.4034,2026-01-01T00:13:00
14,8,S8_Final_CD,98.8624,2026-01-01T00:13:00
15,1,S1_Incoming,100.3218,2026-01-01T00:14:00
15,2,S2_Clean,100.4859,2026-01-01T00:14:00
15,3,S3_Deposition,100.3078,2026-01-01T00:14:00
15,4,S4_Litho,100.3617,2026-01-01T00:14:00
15,5,S5_Etch,102.7914,2026-01-01T00:14:00
15,6,S6_Implant,101.7239,2026-01-01T00:14:00
15,7,S7_Anneal,98.5374,2026-01-01T00:14:00
15,8,S8_Final_CD,94.0812,2026-01-01T00:14:00
16,1,S1_Incoming,98.772,2026-01-01T00:15:00
16,2,S2_Clean,99.091,2026-01-01T00:15:00
16,3,S3_Deposition,99.462,2026-01-01T00:15:00
16,4,S4_Litho,96.7373,2026-01-01T00:15:00
16,5,S5_Etch,97.9251,2026-01-01T00:15:00
16,6,S6_Implant,100.4576,2026-01-01T00:15:00
16,7,S7_Anneal,101.0499,2026-01-01T00:15:00
16,8,S8_Final_CD,94.8214,2026-01-01T00:15:00
17,1,S1_Incoming,99.1925,2026-01-01T00:16:00
17,2,S2_Clean,98.6563,2026-01-01T00:16:00
17,3,S3_Deposition,102.3384,2026-01-01T00:16:00
17,4,S4_Litho,97.3071,2026-01-01T00:16:00
17,5,S5_Etch,98.2791,2026-01-01T00:16:00
17,6,S6_Implant,100.4745,2026-01-01T00:16:00
17,7,S7_Anneal,99.0634,2026-01-01T00:16:00
17,8,S8_Final_CD,99.3208,2026-01-01T00:16:00
18,1,S1_Incoming,101.0965,2026-01-01T00:17:00
18,2,S2_Clean,99.0933,2026-01-01T00:17:00
18,3,S3_Deposition,99.1062,2026-01-01T00:17:00
18,4,S4_Litho,99.9842,2026-01-01T00:17:00
18,5,S5_Etch,96.0488,2026-01-01T00:17:00
18,6,S6_Implant,99.7392,2026-01-01T00:17:00
18,7,S7_Anneal,100.9972,2026-01-01T00:17:00
18,8,S8_Final_CD,100.4294,2026-01-01T00:17:00
19,1,S1_Incoming,99.739,2026-01-01T00:18:00
19,2,S2_Clean,98.4315,2026-01-01T00:18:00
19,3,S3_Deposition,99.9258,2026-01-01T00:18:00
19,4,S4_Litho,98.4283,2026-01-01T00:18:00
19,5,S5_Etch,102.7453,2026-01-01T00:18:00
19,6,S6_Implant,95.3371,2026-01-01T00:18:00
19,7,S7_Anneal,98.6788,2026-01-01T00:18:00
19,8,S8_Final_CD,101.957,2026-01-01T00:18:00
20,1,S1_Incoming,97.2511,2026-01-01T00:19:00
20,2,S2_Clean,99.5014,2026-01-01T00:19:00
20,3,S3_Deposition,97.9942,2026-01-01T00:19:00
20,4,S4_Litho,100.4813,2026-01-01T00:19:00
20,5,S5_Etch,95.4211,2026-01-01T00:19:00
20,6,S6_Implant,102.2662,2026-01-01T00:19:00
20,7,S7_Anneal,96.6886,2026-01-01T00:19:00
20,8,S8_Final_CD,102.023,2026-01-01T00:19:00
21,1,S1_Incoming,99.0454,2026-01-01T00:20:00
21,2,S2_Clean,97.368,2026-01-01T00:20:00
21,3,S3_Deposition,99.1991,2026-01-01T00:20:00
21,4,S4_Litho,98.1871,2026-01-01T00:20:00
21,5,S5_Etch,100.4898,2026-01-01T00:20:00
21,6,S6_Implant,97.7251,2026-01-01T00:20:00
21,7,S7_Anneal,104.4606,2026-01-01T00:20:00
21,8,S8_Final_CD,98.5787,2026-01-01T00:20:00
22,1,S1_Incoming,101.3132,2026-01-01T00:21:00
22,2,S2_Clean,102.6418,2026-01-01T00:21:00
22,3,S3_Deposition,99.5865,2026-01-01T00:21:00
22,4,S4_Litho,99.4972,2026-01-01T00:21:00
22,5,S5_Etch,98.0778,2026-01-01T00:21:00
22,6,S6_Implant,99.1457,2026-01-01T00:21:00
22,7,S7_Anneal,97.8358,2026-01-01T00:21:00
22,8,S8_Final_CD,100.5336,2026-01-01T00:21:00
23,1,S1_Incoming,99.5354,2026-01-01T00:22:00
23,2,S2_Clean,99.6876,2026-01-01T00:22:00
23,3,S3_Deposition,102.6063,2026-01-01T00:22:00
23,4,S4_Litho,98.9756,2026-01-01T00:22:00
23,5,S5_Etch,98.4871,2026-01-01T00:22:00
23,6,S6_Implant,96.1811,2026-01-01T00:22:00
23,7,S7_Anneal,95.8619,2026-01-01T00:22:00
23,8,S8_Final_CD,99.5373,2026-01-01T00:22:00
24,1,S1_Incoming,99.7025,2026-01-01T00:23:00
24,2,S2_Clean,100.6587,2026-01-01T00:23:00
24,3,S3_Deposition,99.9137,2026-01-01T00:23:00
24,4,S4_Litho,96.1229,2026-01-01T00:23:00
24,5,S5_Etch,100.7405,2026-01-01T00:23:00
24,6,S6_Implant,102.4306,2026-01-01T00:23:00
24,7,S7_Anneal,99.887,2026-01-01T00:23:00
24,8,S8_Final_CD,95.1969,2026-01-01T00:23:00
25,1,S1_Incoming,101.2837,2026-01-01T00:24:00
25,2,S2_Clean,100.5954,2026-01-01T00:24:00
25,3,S3_Deposition,100.2162,2026-01-01T00:24:00
25,4,S4_Litho,99.7101,2026-01-01T00:24:00
25,5,S5_Etch,98.8104,2026-01-01T00:24:00
25,6,S6_Implant,98.5462,2026-01-01T00:24:00
25,7,S7_Anneal,103.8614,2026-01-01T00:24:00
25,8,S8_Final_CD,98.2551,2026-01-01T00:24:00
26,1,S1_Incoming,103.6492,2026-01-01T00:25:00
26,2,S2_Clean,98.47,2026-01-01T00:25:00
26,3,S3_Deposition,100.6213,2026-01-01T00:25:00
26,4,S4_Litho,98.4238,2026-01-01T00:25:00
26,5,S5_Etch,97.8496,2026-01-01T00:25:00
26,6,S6_Implant,95.3337,2026-01-01T00:25:00
26,7,S7_Anneal,98.178,2026-01-01T00:25:00
26,8,S8_Final_CD,99.0986,2026-01-01T00:25:00
27,1,S1_Incoming,98.5736,2026-01-01T00:26:00
27,2,S2_Clean,99.5092,2026-01-01T00:26:00
27,3,S3_Deposition,97.7254,2026-01-01T00:26:00
27,4,S4_Litho,99.991,2026-01-01T00:26:00
27,5,S5_Etch,99.9408,2026-01-01T00:26:00
27,6,S6_Implant,100.5833,2026-01-01T00:26:00
27,7,S7_Anneal,96.397,2026-01-01T00:26:00
27,8,S8_Final_CD,97.0986,2026-01-01T00:26:00
28,1,S1_Incoming,102.6964,2026-01-01T00:27:00
28,2,S2_Clean,98.3245,2026-01-01T00:27:00
28,3,S3_Deposition,100.6366,2026-01-01T00:27:00
28,4,S4_Litho,97.3305,2026-01-01T00:27:00
28,5,S5_Etch,100.4564,2026-01-01T00:27:00
28,6,S6_Implant,99.0744,2026-01-01T00:27:00
28,7,S7_Anneal,99.9123,2026-01-01T00:27:00
28,8,S8_Final_CD,96.5861,2026-01-01T00:27:00
29,1,S1_Incoming,97.54,2026-01-01T00:28:00
29,2,S2_Clean,102.8082,2026-01-01T00:28:00
29,3,S3_Deposition,97.5561,2026-01-01T00:28:00
29,4,S4_Litho,101.6297,2026-01-01T00:28:00
29,5,S5_Etch,96.9562,2026-01-01T00:28:00
29,6,S6_Implant,102.588,2026-01-01T00:28:00
29,7,S7_Anneal,98.7954,2026-01-01T00:28:00
29,8,S8_Final_CD,98.7948,2026-01-01T00:28:00
30,1,S1_Incoming,100.35,2026-01-01T00:29:00
30,2,S2_Clean,97.5005,2026-01-01T00:29:00
30,3,S3_Deposition,99.7167,2026-01-01T00:29:00
30,4,S4_Litho,98.6862,2026-01-01T00:29:00
30,5,S5_Etch,97.9169,2026-01-01T00:29:00
30,6,S6_Implant,98.2636,2026-01-01T00:29:00
30,7,S7_Anneal,97.6028,2026-01-01T00:29:00
30,8,S8_Final_CD,102.8166,2026-01-01T00:29:00
31,1,S1_Incoming,97.6609,2026-01-01T00:30:00
31,2,S2_Clean,98.8802,2026-01-01T00:30:00
31,3,S3_Deposition,98.0686,2026-01-01T00:30:00
31,4,S4_Litho,101.2749,2026-01-01T00:30:00
31,5,S5_Etch,100.7293,2026-01-01T00:30:00
31,6,S6_Implant,98.9231,2026-01-01T00:30:00
31,7,S7_Anneal,96.9975,2026-01-01T00:30:00
31,8,S8_Final_CD,98.7541,2026-01-01T00:30:00
32,1,S1_Incoming,102.7029,2026-01-01T00:31:00
32,2,S2_Clean,92.9131,2026-01-01T00:31:00
32,3,S3_Deposition,99.219,2026-01-01T00:31:00
32,4,S4_Litho,100.5971,2026-01-01T00:31:00
32,5,S5_Etch,101.9628,2026-01-01T00:31:00
32,6,S6_Implant,101.5296,2026-01-01T00:31:00
32,7,S7_Anneal,102.5643,2026-01-01T00:31:00
32,8,S8_Final_CD,98.8939,2026-01-01T00:31:00
33,1,S1_Incoming,101.6678,2026-01-01T00:32:00
33,2,S2_Clean,100.6929,2026-01-01T00:32:00
33,3,S3_Deposition,92.3559,2026-01-01T00:32:00
33,4,S4_Litho,98.4762,2026-01-01T00:32:00
33,5,S5_Etch,101.2396,2026-01-01T00:32:00
33,6,S6_Implant,101.2086,2026-01-01T00:32:00
33,7,S7_Anneal,99.3627,2026-01-01T00:32:00
33,8,S8_Final_CD,101.8507,2026-01-01T00:32:00
34,1,S1_Incoming,102.2754,2026-01-01T00:33:00
34,2,S2_Clean,101.5423,2026-01-01T00:33:00
34,3,S3_Deposition,99.7371,2026-01-01T00:33:00
34,4,S4_Litho,97.8085,2026-01-01T00:33:00
34,5,S5_Etch,98.0123,2026-01-01T00:33:00
34,6,S6_Implant,100.8387,2026-01-01T00:33:00
34,7,S7_Anneal,98.6806,2026-01-01T00:33:00
34,8,S8_Final_CD,102.7849,2026-01-01T00:33:00
35,1,S1_Incoming,98.2289,2026-01-01T00:34:00
35,2,S2_Clean,102.1409,2026-01-01T00:34:00
35,3,S3_Deposition,101.2578,2026-01-01T00:34:00
35,4,S4_Litho,100.326,2026-01-01T00:34:00
35,5,S5_Etch,101.0701,2026-01-01T00:34:00
35,6,S6_Implant,101.161,2026-01-01T00:34:00
35,7,S7_Anneal,101.5469,2026-01-01T00:34:00
35,8,S8_Final_CD,97.3053,2026-01-01T00:34:00
36,1,S1_Incoming,101.3691,2026-01-01T00:35:00
36,2,S2_Clean,99.8843,2026-01-01T00:35:00
36,3,S3_Deposition,96.1918,2026-01-01T00:35:00
36,4,S4_Litho,98.513,2026-01-01T00:35:00
36,5,S5_Etch,106.8464,2026-01-01T00:35:00
36,6,S6_Implant,98.7261,2026-01-01T00:35:00
36,7,S7_Anneal,96.4697,2026-01-01T00:35:00
36,8,S8_Final_CD,102.4284,2026-01-01T00:35:00
37,1,S1_Incoming,98.962,2026-01-01T00:36:00
37,2,S2_Clean,100.0973,2026-01-01T00:36:00
37,3,S3_Deposition,99.6845,2026-01-01T00:36:00
37,4,S4_Litho,97.8639,2026-01-01T00:36:00
37,5,S5_Etch,99.3824,2026-01-01T00:36:00
37,6,S6_Implant,104.5281,2026-01-01T00:36:00
37,7,S7_Anneal,97.7015,2026-01-01T00:36:00
37,8,S8_Final_CD,96.1718,2026-01-01T00:36:00
38,1,S1_Incoming,99.0852,2026-01-01T00:37:00
38,2,S2_Clean,98.9748,2026-01-01T00:37:00
38,3,S3_Deposition,101.0662,2026-01-01T00:37:00
38,4,S4_Litho,100.0304,2026-01-01T00:37:00
38,5,S5_Etch,99.7535,2026-01-01T00:37:00
38,6,S6_Implant,100.2605,2026-01-01T00:37:00
38,7,S7_Anneal,100.7458,2026-01-01T00:37:00
38,8,S8_Final_CD,98.3435,2026-01-01T00:37:00
39,1,S1_Incoming,101.0131,2026-01-01T00:38:00
39,2,S2_Clean,101.1614,2026-01-01T00:38:00
39,3,S3_Deposition,100.3706,2026-01-01T00:38:00
39,4,S4_Litho,103.0729,2026-01-01T00:38:00
39,5,S5_Etch,98.2857,2026-01-01T00:38:00
39,6,S6_Implant,96.6698,2026-01-01T00:38:00
39,7,S7_Anneal,99.5292,2026-01-01T00:38:00
39,8,S8_Final_CD,101.4376,2026-01-01T00:38:00
40,1,S1_Incoming,101.7534,2026-01-01T00:39:00
40,2,S2_Clean,100.2858,2026-01-01T00:39:00
40,3,S3_Deposition,99.1281,2026-01-01T00:39:00
40,4,S4_Litho,99.4882,2026-01-01T00:39:00
40,5,S5_Etch,99.976,2026-01-01T00:39:00
40,6,S6_Implant,101.3533,2026-01-01T00:39:00
40,7,S7_Anneal,98.2935,2026-01-01T00:39:00
40,8,S8_Final_CD,97.017,2026-01-01T00:39:00
41,1,S1_Incoming,100.4088,2026-01-01T00:40:00
41,2,S2_Clean,96.3583,2026-01-01T00:40:00
41,3,S3_Deposition,97.6663,2026-01-01T00:40:00
41,4,S4_Litho,102.7058,2026-01-01T00:40:00
41,5,S5_Etch,103.0589,2026-01-01T00:40:00
41,6,S6_Implant,101.5201,2026-01-01T00:40:00
41,7,S7_Anneal,103.2545,2026-01-01T00:40:00
41,8,S8_Final_CD,98.203,2026-01-01T00:40:00
42,1,S1_Incoming,98.744,2026-01-01T00:41:00
42,2,S2_Clean,102.2649,2026-01-01T00:41:00
42,3,S3_Deposition,99.8673,2026-01-01T00:41:00
42,4,S4_Litho,100.3729,2026-01-01T00:41:00
42,5,S5_Etch,105.8461,2026-01-01T00:41:00
42,6,S6_Implant,104.5974,2026-01-01T00:41:00
42,7,S7_Anneal,99.9733,2026-01-01T00:41:00
42,8,S8_Final_CD,101.9641,2026-01-01T00:41:00
43,1,S1_Incoming,98.3484,2026-01-01T00:42:00
43,2,S2_Clean,97.1539,2026-01-01T00:42:00
43,3,S3_Deposition,98.6388,2026-01-01T00:42:00
43,4,S4_Litho,95.7052,2026-01-01T00:42:00
43,5,S5_Etch,99.5872,2026-01-01T00:42:00
43,6,S6_Implant,102.0513,2026-01-01T00:42:00
43,7,S7_Anneal,104.6263,2026-01-01T00:42:00
43,8,S8_Final_CD,100.993,2026-01-01T00:42:00
44,1,S1_Incoming,102.8886,2026-01-01T00:43:00
44,2,S2_Clean,101.8422,2026-01-01T00:43:00
44,3,S3_Deposition,99.0769,2026-01-01T00:43:00
44,4,S4_Litho,97.2483,2026-01-01T00:43:00
44,5,S5_Etch,96.2112,2026-01-01T00:43:00
44,6,S6_Implant,97.5985,2026-01-01T00:43:00
44,7,S7_Anneal,100.3407,2026-01-01T00:43:00
44,8,S8_Final_CD,102.3276,2026-01-01T00:43:00
45,1,S1_Incoming,101.1879,2026-01-01T00:44:00
45,2,S2_Clean,104.977,2026-01-01T00:44:00
45,3,S3_Deposition,99.0837,2026-01-01T00:44:00
45,4,S4_Litho,100.7116,2026-01-01T00:44:00
45,5,S5_Etch,96.5317,2026-01-01T00:44:00
45,6,S6_Implant,104.2355,2026-01-01T00:44:00
45,7,S7_Anneal,97.4075,2026-01-01T00:44:00
45,8,S8_Final_CD,105.8444,2026-01-01T00:44:00
46,1,S1_Incoming,101.4395,2026-01-01T00:45:00
46,2,S2_Clean,102.1782,2026-01-01T00:45:00
46,3,S3_Deposition,101.724,2026-01-01T00:45:00
46,4,S4_Litho,96.6312,2026-01-01T00:45:00
46,5,S5_Etch,99.049,2026-01-01T00:45:00
46,6,S6_Implant,96.2336,2026-01-01T00:45:00
46,7,S7_Anneal,102.5428,2026-01-01T00:45:00
46,8,S8_Final_CD,102.2084,2026-01-01T00:45:00
47,1,S1_Incoming,104.367,2026-01-01T00:46:00
47,2,S2_Clean,102.5999,2026-01-01T00:46:00
47,3,S3_Deposition,102.2025,2026-01-01T00:46:00
47,4,S4_Litho,101.8144,2026-01-01T00:46:00
47,5,S5_Etch,98.1125,2026-01-01T00:46:00
47,6,S6_Implant,97.94,2026-01-01T00:46:00
47,7,S7_Anneal,98.0974,2026-01-01T00:46:00
47,8,S8_Final_CD,97.1211,2026-01-01T00:46:00
48,1,S1_Incoming,98.3683,2026-01-01T00:47:00
48,2,S2_Clean,106.1174,2026-01-01T00:47:00
48,3,S3_Deposition,104.1783,2026-01-01T00:47:00
48,4,S4_Litho,103.8665,2026-01-01T00:47:00
48,5,S5_Etch,98.3893,2026-01-01T00:47:00
48,6,S6_Implant,100.1631,2026-01-01T00:47:00
48,7,S7_Anneal,98.8965,2026-01-01T00:47:00
48,8,S8_Final_CD,99.0942,2026-01-01T00:47:00
49,1,S1_Incoming,105.1189,2026-01-01T00:48:00
49,2,S2_Clean,96.8983,2026-01-01T00:48:00
49,3,S3_Deposition,104.5792,2026-01-01T00:48:00
49,4,S4_Litho,101.5528,2026-01-01T00:48:00
49,5,S5_Etch,100.5787,2026-01-01T00:48:00
49,6,S6_Implant,98.3294,2026-01-01T00:48:00
49,7,S7_Anneal,99.1155,2026-01-01T00:48:00
49,8,S8_Final_CD,100.4458,2026-01-01T00:48:00
50,1,S1_Incoming,106.3018,2026-01-01T00:49:00
50,2,S2_Clean,103.3231,2026-01-01T00:49:00
50,3,S3_Deposition,97.2315,2026-01-01T00:49:00
50,4,S4_Litho,105.105,2026-01-01T00:49:00
50,5,S5_Etch,102.5801,2026-01-01T00:49:00
50,6,S6_Implant,101.1122,2026-01-01T00:49:00
50,7,S7_Anneal,99.6065,2026-01-01T00:49:00
50,8,S8_Final_CD,100.1534,2026-01-01T00:49:00
51,1,S1_Incoming,103.2368,2026-01-01T00:50:00
51,2,S2_Clean,103.9441,2026-01-01T00:50:00
51,3,S3_Deposition,100.2423,2026-01-01T00:50:00
51,4,S4_Litho,101.2636,2026-01-01T00:50:00
51,5,S5_Etch,102.3244,2026-01-01T00:50:00
51,6,S6_Implant,98.6413,2026-01-01T00:50:00
51,7,S7_Anneal,101.7366,2026-01-01T00:50:00
51,8,S8_Final_CD,102.545,2026-01-01T00:50:00
52,1,S1_Incoming,101.6542,2026-01-01T00:51:00
52,2,S2_Clean,99.846,2026-01-01T00:51:00
52,3,S3_Deposition,106.0373,2026-01-01T00:51:00
52,4,S4_Litho,100.0085,2026-01-01T00:51:00
52,5,S5_Etch,98.9915,2026-01-01T00:51:00
52,6,S6_Implant,97.7685,2026-01-01T00:51:00
52,7,S7_Anneal,102.3943,2026-01-01T00:51:00
52,8,S8_Final_CD,95.3206,2026-01-01T00:51:00
53,1,S1_Incoming,98.6724,2026-01-01T00:52:00
53,2,S2_Clean,104.9334,2026-01-01T00:52:00
53,3,S3_Deposition,101.1939,2026-01-01T00:52:00
53,4,S4_Litho,102.9519,2026-01-01T00:52:00
53,5,S5_Etch,97.5196,2026-01-01T00:52:00
53,6,S6_Implant,98.4012,2026-01-01T00:52:00
53,7,S7_Anneal,100.0798,2026-01-01T00:52:00
53,8,S8_Final_CD,99.2874,2026-01-01T00:52:00
54,1,S1_Incoming,101.989,2026-01-01T00:53:00
54,2,S2_Clean,98.1084,2026-01-01T00:53:00
54,3,S3_Deposition,102.749,2026-01-01T00:53:00
54,4,S4_Litho,100.9594,2026-01-01T00:53:00
54,5,S5_Etch,103.5823,2026-01-01T00:53:00
54,6,S6_Implant,100.1057,2026-01-01T00:53:00
54,7,S7_Anneal,100.7275,2026-01-01T00:53:00
54,8,S8_Final_CD,103.1327,2026-01-01T00:53:00
55,1,S1_Incoming,99.1146,2026-01-01T00:54:00
55,2,S2_Clean,99.6314,2026-01-01T00:54:00
55,3,S3_Deposition,101.1117,2026-01-01T00:54:00
55,4,S4_Litho,102.2643,2026-01-01T00:54:00
55,5,S5_Etch,98.2868,2026-01-01T00:54:00
55,6,S6_Implant,101.7252,2026-01-01T00:54:00
55,7,S7_Anneal,103.8146,2026-01-01T00:54:00
55,8,S8_Final_CD,102.8664,2026-01-01T00:54:00
56,1,S1_Incoming,99.9567,2026-01-01T00:55:00
56,2,S2_Clean,100.0485,2026-01-01T00:55:00
56,3,S3_Deposition,97.3586,2026-01-01T00:55:00
56,4,S4_Litho,97.4409,2026-01-01T00:55:00
56,5,S5_Etch,100.7964,2026-01-01T00:55:00
56,6,S6_Implant,101.5317,2026-01-01T00:55:00
56,7,S7_Anneal,103.4832,2026-01-01T00:55:00
56,8,S8_Final_CD,106.8597,2026-01-01T00:55:00
57,1,S1_Incoming,99.4191,2026-01-01T00:56:00
57,2,S2_Clean,102.0384,2026-01-01T00:56:00
57,3,S3_Deposition,98.7075,2026-01-01T00:56:00
57,4,S4_Litho,98.3895,2026-01-01T00:56:00
57,5,S5_Etch,100.4103,2026-01-01T00:56:00
57,6,S6_Implant,99.8733,2026-01-01T00:56:00
57,7,S7_Anneal,104.2565,2026-01-01T00:56:00
57,8,S8_Final_CD,105.3996,2026-01-01T00:56:00
58,1,S1_Incoming,100.5677,2026-01-01T00:57:00
58,2,S2_Clean,98.4784,2026-01-01T00:57:00
58,3,S3_Deposition,101.1157,2026-01-01T00:57:00
58,4,S4_Litho,96.0073,2026-01-01T00:57:00
58,5,S5_Etch,100.0169,2026-01-01T00:57:00
58,6,S6_Implant,100.5812,2026-01-01T00:57:00
58,7,S7_Anneal,99.4474,2026-01-01T00:57:00
58,8,S8_Final_CD,99.9865,2026-01-01T00:57:00
59,1,S1_Incoming,102.5762,2026-01-01T00:58:00
59,2,S2_Clean,99.1131,2026-01-01T00:58:00
59,3,S3_Deposition,98.3687,2026-01-01T00:58:00
59,4,S4_Litho,99.8676,2026-01-01T00:58:00
59,5,S5_Etch,98.2142,2026-01-01T00:58:00
59,6,S6_Implant,98.1946,2026-01-01T00:58:00
59,7,S7_Anneal,96.7833,2026-01-01T00:58:00
59,8,S8_Final_CD,101.7382,2026-01-01T00:58:00
